Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Substance use disorders,Type of renewable technology,Severity of price levels,Sex,Deviation Level,Mountain Elevation,Parliamentary committees,Mode of transportation,Level_of_government,Fiscal intervention stage,Type of support,Type of speed,Policy instruments,Policy Domains,Counterpart,Type of skill,Education level,Type of waste treatment,Location,Food Waste Sector,Reporting Type,Freq,Type of product,Cause of death,Report Ordinal,Government_Name,Observation Status,Type of occupation,Name of non-communicable disease,Grounds of discrimination,Units,Level/Status,Age,Disability status,Frequency of Chlorophyll-a concentration,Activity,Nature,Sampling Stations,Cities,Level of requirement,Quantile,IHR Capacity,Hazard type,Migratory status,Population Group,Name of international institution
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2010,<5,2010,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2011,<5,2011,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2012,<5,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2013,<5,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2014,<5,2014,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2015,<5,2015,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2016,<5,2016,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2017,<5,2017,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2018,<5,2018,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2019,<5,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),678,Sao Tome and Principe,2020,<5,2020,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2000,>95,2000,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2001,>95,2001,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2002,>95,2002,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2003,>95,2003,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2004,>95,2004,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2005,>95,2005,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2006,>95,2006,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2007,>95,2007,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2008,>95,2008,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2009,>95,2009,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2010,>95,2010,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2011,>95,2011,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2012,>95,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2013,>95,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2014,>95,2014,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2015,>95,2015,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2016,>95,2016,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2017,>95,2017,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2018,>95,2018,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2019,>95,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),690,Seychelles,2020,>95,2020,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2000,>95,2000,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2001,>95,2001,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2002,>95,2002,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2003,>95,2003,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2004,>95,2004,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2005,>95,2005,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2006,>95,2006,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2007,>95,2007,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2008,>95,2008,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2009,>95,2009,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2010,>95,2010,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2011,>95,2011,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2012,>95,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2013,>95,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2014,>95,2014,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2015,>95,2015,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2016,>95,2016,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2017,>95,2017,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2018,>95,2018,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2019,>95,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),702,Singapore,2020,>95,2020,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2000,53,2000,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2001,53,2001,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2002,54,2002,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2003,55,2003,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2004,56,2004,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2005,56,2005,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2006,57,2006,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2007,57,2007,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2008,57,2008,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2009,57,2009,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2010,58,2010,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2011,58,2011,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2012,58,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2013,58,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2014,58,2014,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2015,58,2015,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2016,58,2016,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2017,58,2017,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2018,58,2018,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2019,58,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),722,Small island developing States (SIDS),2020,58,2020,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2000,78,2000,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2001,79,2001,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2002,80,2002,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2003,81,2003,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2004,82,2004,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2005,83,2005,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2006,84,2006,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2007,85,2007,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2008,85,2008,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2009,86,2009,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2010,87,2010,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2011,88,2011,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2012,89,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
7,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),740,Suriname,2013,90,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,,
